count,host_original,cluster,recommended_action,recommended_host_sd,recommended_taxid,rank,confidence,reason
1,P024V1,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Saffron,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Pumpkin,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Chili,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Porqupine,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,African spoonbiil,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Dune Marsh Elder Iva imbricata,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Porphyla,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,vetch,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Chamaecytisus albus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Berseem,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,CSIR-IHBT,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Birch,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Lilac,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,chestnut,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Maple,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Leobordea pulchra,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Rhynchosia totta,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Desmonium incanum,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Leobordea lanceolata,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Phaecochoerus aethipicus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,BREEDER,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Nippon ibis,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Isolated from cauliflower,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Melobium obcordatum,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,sugar cane YZ08-1095,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Guar pulse,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Crategus cuneata,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Helconica sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Rhizoma kaempferiae,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,sesame seedling,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,small cardamom,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Photos sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,chiehqua,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Carrageenan,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Costelytra giveni,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Three-lined grunt (Parapristipoma trilineatum),ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Malawi cichlid (Auloncara maleri),ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,H. concina,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,D. daghestanicus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,D. dagistanicus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,H. Concina,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Marten,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,16S52,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Canthopagrus schlegeli,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Mephitiade sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Weasel,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Rhodococcus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,F34Tong,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Mineral hydromagnesite,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Amphiblestrum auritum,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Periwinkle,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Polyalae radix,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Holothurian,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Haliclonissa verrucosa,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Class Hexactinellida,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,USA:New York,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,I. ricinus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Cottonwood,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Peony,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Russian Sage,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,P.falciparum,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Psychotria schumanniana,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Pigeonpea,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Adelaide Rosella,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,shorebird,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Parrotbill,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,fulmars,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Xinjiang nor,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Fungi63,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,dhalia,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Iris sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,fig,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Duli,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,weaned Rex rabbits,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Diestrammena coreana (camel cricket),ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Craugastor taurus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Guinea multimammate,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Porphyrae yezoensis (red alga),ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,comb pen shell,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Tomate,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Ryegrass,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,16S90,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,gosling,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Chinese silvergrass,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Mantidactylus aff. curtus 19,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Rostrolucina anterorostrata,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Troendleina suluensis,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Ustalcina ferruginea,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,"Myrtea sp. ""scaly one"" KF741663",ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,16S67,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,PROTEOBACTERIA-BETA,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Alydus tomentosus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,marine invertebrate,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,forage rape,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,millet,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,mustard,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Marantha leuconeura,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Fungi2_98,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Westrigia fruticosa,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Olive,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Verdot sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Pinot Noir,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Chambourcin sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Merlot sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Plantanus sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,jujube,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Luffae sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,periwinkle,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Hamacantha esperioides,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,hyacinth,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,CBA,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,invertebrate,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,fermented foods Jiaosu,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,pumpkin,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,string beans,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,capricorn,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Steirnernema unicornum,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,frass,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Cicadidae sp. C,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Leptosemia sp. G,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Meenoplinae sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,N. maratima,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,N. montium,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Fetuca,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Ridgea piscesae,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,C. elegans,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Anoecia oenotherae,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Penares incrustans,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Sevilla affinis,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Pomace,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Nephrolepsis exaltata,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,green alga,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,OCEAN,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Green spruce,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,putative tunicate,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Acanthaphora specifera,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,NewZealand rabbits,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Planarians flatworm,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Calytrix glaberrima,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,raccoondog,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,tellus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,white elm,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Pumkin,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Danica,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Fungi2_90,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,tubeworm trophosome,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Sebdenia dichotoma,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Fungi3,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,white pelican,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Marine invertebrate,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Anaerameoba flamelloides Busselton2,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Ananeramoeba flamelloides Schooner1,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Amata sperbius,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Parachiridia subirrorata,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,wild orchid,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Wohrlfartia sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Callysponga elegans,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Decaying wood,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Aulonothroscus sp. AUS03,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Enveronmental,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Comscasia,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,eastern boxelder,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Empoasca mexicana,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Ulvan,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Picochloruma sp. 122,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,O. sativa,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,culturing pond,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,orchids,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,bromeliads,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,A. swainsoni,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,vine,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Spirastrella abata,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Haliclona perlucida,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Crypticerya_multicicatrices,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Lucinoma atalantae,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,ostracean,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,red marine alga,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,lichens,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,M64Tong,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Kestrel,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Porities sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
