source_batch,raw_host,normalized_host,review_action,reviewed_host,resolved_taxid,rank,superkingdom,result,detail
reviewer_batch_20260609_part2.csv,Parrotbill,parrotbill,broad_host,Passeriformes,9126,order,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,peony,peony,broad_host,Paeonia,13625,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,periwinkle,periwinkle,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part2.csv,Persicae,persicae,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part2.csv,Phocidae,phocidae,broad_host,Phocidae,9709,family,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Pigeonpea,pigeonpea,exact_host,Cajanus cajan,3821,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Pisces,pisces,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part2.csv,pneumoniae,pneumoniae,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part2.csv,Polyblastidium,polyblastidium,exact_host,Polyblastidium,2884779,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Polygala,polygala,exact_host,Polygala,4275,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Polytelis,polytelis,exact_host,Polytelis,35544,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Pomace,pomace,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part2.csv,Porphyla,porphyla,broad_host,Porphyra,2784,genus,Eukaryota,host_synonym_updated,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Porqupine,porqupine,broad_host,Rodentia,9989,order,Eukaryota,host_synonym_updated,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,PROTEOBACTERIA-BETA,proteobacteria beta,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part2.csv,Pumkin,pumkin,broad_host,Cucurbita,3660,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Pygathrix,pygathrix,exact_host,Pygathrix,54132,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,R. pseudoacacia L.,r. pseudoacacia l.,exact_host,Robinia pseudoacacia,35938,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,raccoondog,raccoondog,exact_host,Nyctereutes procyonoides,34880,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Rapeseed,rapeseed,exact_host,Brassica napus,3708,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,red-billed woodhoopoe,red billed woodhoopoe,exact_host,Phoeniculus purpureus,113189,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,reed,reed,broad_host,Poaceae,4479,family,Eukaryota,host_synonym_updated,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Rhodococcus,rhodococcus,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part2.csv,Rock,rock,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part2.csv,Ryegrass,ryegrass,broad_host,Lolium,4520,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,S.paradoxus,s.paradoxus,exact_host,Saccharomyces paradoxus,27291,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Saccharum,saccharum,exact_host,Saccharum,4546,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Saffron,saffron,exact_host,Crocus sativus,82528,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Salvelinus,salvelinus,exact_host,Salvelinus,8033,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Sangiovese,sangiovese,broad_host,Vitis vinifera,29760,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Sanqi,sanqi,exact_host,Panax notoginseng,44586,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,scrub1a,scrub1a,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part2.csv,scrub2,scrub2,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part2.csv,Serrasalmidae,serrasalmidae,broad_host,Serrasalmidae,42495,family,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Sf1EP,sf1ep,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part2.csv,shirasu,shirasu,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part2.csv,sika,sika,exact_host,Cervus nippon,9863,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,slender-horned gazella,slender horned gazella,exact_host,Gazella leptoceros,69303,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,sofa,sofa,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part2.csv,soldier,soldier,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part2.csv,Spaghnum,spaghnum,exact_host,Sphagnum,13804,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Spheniscidae,spheniscidae,broad_host,Spheniscidae,9231,family,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,stag,stag,broad_host,Cervidae,9850,family,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Stegophylla,stegophylla,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part2.csv,straw,straw,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part2.csv,Suricat,suricat,exact_host,Suricata suricatta,37032,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Tabaco,tabaco,exact_host,Nicotiana tabacum,4097,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,tellus,tellus,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part2.csv,Three-lined grunt (Parapristipoma trilineatum),three lined grunt,exact_host,Parapristipoma trilineatum,360507,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Tomate,tomate,exact_host,Solanum lycopersicum,4081,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Ulvan,ulvan,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part2.csv,USA:New York,usa new york,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part2.csv,Vectobac,vectobac,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part2.csv,vetch,vetch,broad_host,Vicia,3904,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Vibrio,vibrio,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part2.csv,vine,vine,broad_host,Viridiplantae,33090,kingdom,Eukaryota,host_synonym_updated,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Weasel,weasel,broad_host,Mustelidae,9655,family,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Weever,weever,broad_host,Trachinidae,56735,family,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,wenyujin,wenyujin,exact_host,Curcuma wenyujin,136221,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,wheatgrass,wheatgrass,broad_host,Triticum,4564,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,White-Breasted Nuthatch,white breasted nuthatch,exact_host,Sitta carolinensis,50250,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,White-faced saki,white faced saki,exact_host,Pithecia pithecia,43777,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,wood-wren,wood wren,broad_host,Henicorhina,109453,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part2.csv,Zooplatnkon,zooplatnkon,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part3.csv,Poephagus grunniens,poephagus grunniens,exact_host,Poephagus grunniens,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Myodes sp,myodes sp,exact_host,Myodes,447134,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Antho dichotoma,antho dichotoma,exact_host,Antho dichotoma,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Aellenia lancifolia,aellenia lancifolia,exact_host,Aellenia lancifolia,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Erodium sp.,erodium sp.,exact_host,Erodium,21555,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Lissodendoryx nobilis,lissodendoryx nobilis,exact_host,Lissodendoryx nobilis,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Agapostemon sp.,agapostemon sp.,exact_host,Agapostemon,88590,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Anoxycalyx joubini,anoxycalyx joubini,exact_host,Anoxycalyx joubini,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Augochlorella sp.,augochlorella sp.,exact_host,Augochlorella,178017,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Ircinia cf. reteplana JBK-2021,ircinia cf. reteplana jbk 2021,broad_host,Ircinia,275431,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Ceratius sp.,ceratius sp.,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part3.csv,Discodermia calyx,discodermia calyx,exact_host,Discodermia calyx,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Sander vitreus and Perca sp.,sander vitreus and perca sp.,broad_host,Percidae,8165,family,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Siphamia cephalotes,siphamia cephalotes,exact_host,Siphamia cephalotes,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Anopheles gambiae strain G3,anopheles gambiae strain g3,exact_host,Anopheles gambiae,7165,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Carpobrotus rossii,carpobrotus rossii,exact_host,Carpobrotus rossii,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Cleopatra sp.,cleopatra sp.,exact_host,Cleopatra,223730,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,"Crasosstrea spp., Farfantepenaeus spp.",crasosstrea spp. farfantepenaeus spp.,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part3.csv,Filago sp.,filago sp.,exact_host,Filago,261771,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Iophon sp.,iophon sp.,exact_host,Iophon,1336928,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Oryctes gigas,oryctes gigas,exact_host,Oryctes gigas,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Perognathus penicillatus,perognathus penicillatus,exact_host,Perognathus penicillatus,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Trididemnum orbiculatum,trididemnum orbiculatum,exact_host,Trididemnum orbiculatum,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,uncultured Desulfovibrio sp.,uncultured desulfovibrio sp.,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part3.csv,Allomyria dichotoma,allomyria dichotoma,exact_host,Allomyrina dichotoma,273928,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Alyscotermes sp.,alyscotermes sp.,exact_host,Alyscotermes,377663,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Amphilectus digitatus,amphilectus digitatus,exact_host,Amphilectus digitatus,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Aphidus ervi,aphidus ervi,exact_host,Aphidius ervi,37627,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Beilhmielda manni,beilhmielda manni,exact_host,Beilschmiedia mannii,2708731,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Bombax costatum,bombax costatum,exact_host,Bombax costatum,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,bracket mold,bracket mold,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part3.csv,Capsella sp.,capsella sp.,exact_host,Capsella,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Citellus musticus,citellus musticus,exact_host,Citellus musicus,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,common redpoll,common redpoll,exact_host,Acanthis flammea,54769,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Dercitus (Stoeba) latex,dercitus latex,exact_host,Dercitus latex,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Dialictus sp.,dialictus sp.,exact_host,Dialictus,88475,subgenus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Diestrammena coreana (camel cricket),diestrammena coreana,exact_host,Diestrammena coreana,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Dipodomys sp.,dipodomys sp.,exact_host,Dipodomys,10016,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,dolphinfish (mahi-mahi),dolphinfish,exact_host,Coryphaena hippurus,34814,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Gallas gallas domesticus,gallas gallas domesticus,exact_host,Gallus gallus domesticus,9031,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Haliclonissa verrucosa (sponge),haliclonissa verrucosa,exact_host,Haliclonissa verrucosa,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Homalodisca coagulata (glassy-winged sharpshooter),homalodisca coagulata,exact_host,Homalodisca vitripennis,197043,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Lophophysema sp. RT-2015,lophophysema sp. rt 2015,broad_host,Poecilosclerida,27925,order,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,marine ciliate,marine ciliate,broad_host,Ciliophora,5878,phylum,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Micromys sp,micromys sp,exact_host,Micromys,13150,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Microtus sp,microtus sp,exact_host,Microtus,10053,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Nasonia sp. VxG hybrid,nasonia sp. vxg hybrid,exact_host,Nasonia,7424,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Neopsylla setosa,neopsylla setosa,exact_host,Neopsylla setosa,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Ocimum lamiifolium,ocimum lamiifolium,exact_host,Ocimum lamiifolium,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Picochlorum sp. 122,picochlorum sp. 122,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part3.csv,Pittosporum phillyreoides,pittosporum phillyreoides,exact_host,Pittosporum phillyreoides,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Poecilosclerida sp.,poecilosclerida sp.,exact_host,Poecilosclerida,27925,order,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Sayornic nigricans,sayornic nigricans,exact_host,Sayornis nigricans,183530,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Sertella sp.,sertella sp.,exact_host,Sertella,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Spongia sp.,spongia sp.,exact_host,Spongia,121489,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Stichoplastoris elusinus,stichoplastoris elusinus,exact_host,Stichoplastoris elusinus,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,uncultured Alistipes sp.,uncultured alistipes sp.,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part3.csv,uncultured Clostridiales bacterium,uncultured clostridiales bacterium,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part3.csv,uncultured Lachnobacterium sp.,uncultured lachnobacterium sp.,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part3.csv,uncultured Lachnospiraceae bacterium,uncultured lachnospiraceae bacterium,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part3.csv,Valerianella locusta (L.) Laterr.,valerianella locusta laterr.,exact_host,Valerianella locusta,59166,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Waltherarndtia caliculatum,waltherarndtia caliculatum,exact_host,Waltherarndtia caliculata,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,zoanthid Palythoa caribaeorum,zoanthid palythoa caribaeorum,exact_host,Palythoa caribaeorum,134933,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Abyssinian ground hornbill,abyssinian ground hornbill,exact_host,Bucorvus abyssinicus,153643,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Acanthaphora specifera,acanthaphora specifera,exact_host,Acanthophora spicifera,385024,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Acanthococcus aceris,acanthococcus aceris,exact_host,Acanthococcus aceris,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Achillia millefolium,achillia millefolium,exact_host,Achillea millefolium,13329,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Actinomyces sp. strain F0337,actinomyces sp. strain f0337,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part3.csv,Adelaide Rosella,adelaide rosella,exact_host,Platycercus,35541,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,African spoonbiil,african spoonbiil,exact_host,Platalea alba,33578,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Akashiwo sangruia,akashiwo sangruia,exact_host,Akashiwo sanguinea,143672,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Alydus tomentosus,alydus tomentosus,exact_host,Alydus tomentosus,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Amata sperbius,amata sperbius,exact_host,Amata sperbius,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Amitermes hastatus,amitermes hastatus,exact_host,Amitermes hastatus,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Amphiblestrum auritum,amphiblestrum auritum,exact_host,Amphiblestrum auritum,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Anaerameoba flamelloides Busselton2,anaerameoba flamelloides busselton2,exact_host,Anaeramoeba flamelloides,1746091,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Ananeramoeba flamelloides Schooner1,ananeramoeba flamelloides schooner1,exact_host,Anaeramoeba flamelloides,1746091,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Anastrepha ludens black pupae (BP) Genetic sexing strain Guatemala-10 (aka Family 10),anastrepha ludens black pupae genetic sexing strain guatemala 10,exact_host,Anastrepha ludens,28586,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Anoecia oenotherae,anoecia oenotherae,exact_host,Anoecia oenotherae,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Anopheles gambiae G3 strain (malaria mosquito),anopheles gambiae g3 strain,exact_host,Anopheles gambiae,7165,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Anopheline albitarsis,anopheline albitarsis,exact_host,Anopheles albitarsis,58236,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Aplysina fulva (marine sponge),aplysina fulva,exact_host,Aplysina fulva,289401,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,aquatic mosses,aquatic mosses,broad_host,Bryophyta,3208,clade,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Aquatic products,aquatic products,non_host_source,,,,,negative_duplicate,non_host_source
reviewer_batch_20260609_part3.csv,arctic char,arctic char,exact_host,Salvelinus alpinus,8036,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Arctium lappa L.,arctium lappa l.,exact_host,Arctium lappa,4217,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Arthrocaulon sp.,arthrocaulon sp.,exact_host,Arthrocaulon,2116365,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Asteriscus sp.,asteriscus sp.,exact_host,Asteriscus,56520,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Athyrium wallichianum Ching,athyrium wallichianum ching,exact_host,Athyrium wallichianum,2055122,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Aulonothroscus sp. AUS03,aulonothroscus sp. aus03,exact_host,Aulonothroscus,445462,genus,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Axinellida sp. (marine sponge),axinellida sp.,broad_host,Axinellida,1779152,order,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Basunti mas,basunti mas,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part3.csv,Bembidion lapponicum OSAC:DRMaddison DNA3974,bembidion lapponicum osac drmaddison dna3974,exact_host,Bembidion lapponicum,447293,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Bembidion nr. transversale OSAC:DRMaddison DNA3205,bembidion nr. transversale osac drmaddison dna3205,exact_host,Bembidion transversale,528238,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Blandfordimys juldaschi carruthersi,blandfordimys juldaschi carruthersi,exact_host,Blandfordimys juldaschi,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Bonamia sp.,bonamia sp.,exact_host,Bonamia,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Boraras naevus,boraras naevus,exact_host,Boraras naevus,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Borellia bruneri,borellia bruneri,exact_host,Borellia bruneri,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Bradysia coprophila Holo2,bradysia coprophila holo2,exact_host,Bradysia coprophila,38358,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Branta canadensis parvipes,branta canadensis parvipes,exact_host,Branta canadensis,8853,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Brasillia sp.,brasillia sp.,ignore,,,,,negative_duplicate,not_identifiable
reviewer_batch_20260609_part3.csv,Bryobia graminum,bryobia graminum,exact_host,Bryobia graminum,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Buahinia variegata,buahinia variegata,exact_host,Bauhinia variegata,167791,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
reviewer_batch_20260609_part3.csv,Callysponga elegans,callysponga elegans,exact_host,Callysponga elegans,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Calytrix glaberrima,calytrix glaberrima,exact_host,Calytrix glaberrima,,,,unresolved_to_not_identifiable,duplicate
reviewer_batch_20260609_part3.csv,Camponotus (Colobopsis) obliquus,camponotus obliquus,exact_host,Camponotus obliquus,3058748,species,Eukaryota,host_synonym_duplicate,Validated non-microbial NCBI taxonomy.
