assembly_accession	biosample	organism	rule_id	field	previous_value	is_primary
GCA_030130645.1	SAMN31927167	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_030130645.1	SAMN31927167	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_030130645.1	SAMN31927167	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_030130695.1	SAMN31927166	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_030130695.1	SAMN31927166	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_030130695.1	SAMN31927166	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_030130795.1	SAMN31927159	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_030130795.1	SAMN31927159	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_030130795.1	SAMN31927159	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_030130845.1	SAMN31927164	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_030130845.1	SAMN31927164	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_030130845.1	SAMN31927164	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_030130865.1	SAMN31927157	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_030130865.1	SAMN31927157	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_030130865.1	SAMN31927157	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_030131085.1	SAMN31927145	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_030131085.1	SAMN31927145	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_030131085.1	SAMN31927145	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_030131185.1	SAMN31927144	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_030131185.1	SAMN31927144	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_030131185.1	SAMN31927144	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_030131225.1	SAMN31927139	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_030131225.1	SAMN31927139	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_030131225.1	SAMN31927139	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_030131445.1	SAMN31927128	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_030131445.1	SAMN31927128	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_030131445.1	SAMN31927128	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_030131545.1	SAMN31927122	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_030131545.1	SAMN31927122	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_030131545.1	SAMN31927122	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_030131625.1	SAMN31927124	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_030131625.1	SAMN31927124	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_030131625.1	SAMN31927124	Acinetobacter baumannii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_032575415.1	SAMN11391550	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_032575415.1	SAMN11391550	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_032575415.1	SAMN11391550	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_032575435.1	SAMN11391549	Corynebacterium kroppenstedtii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_032575435.1	SAMN11391549	Corynebacterium kroppenstedtii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_032575435.1	SAMN11391549	Corynebacterium kroppenstedtii	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_032575495.1	SAMN11391547	Klebsiella pneumoniae	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_032575495.1	SAMN11391547	Klebsiella pneumoniae	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_032575495.1	SAMN11391547	Klebsiella pneumoniae	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_032575555.1	SAMN11391546	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_032575555.1	SAMN11391546	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_032575555.1	SAMN11391546	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_032604735.1	SAMN37796828	Staphylococcus aureus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_032604735.1	SAMN37796828	Staphylococcus aureus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_032604735.1	SAMN37796828	Staphylococcus aureus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_032604915.1	SAMN37796757	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_032604915.1	SAMN37796757	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_032604915.1	SAMN37796757	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_032852745.1	SAMN37873826	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_032852745.1	SAMN37873826	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_032852745.1	SAMN37873826	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_032852765.1	SAMN37873827	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_032852765.1	SAMN37873827	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_032852765.1	SAMN37873827	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_032852805.1	SAMN37873829	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_032852805.1	SAMN37873829	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_032852805.1	SAMN37873829	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_032852825.1	SAMN37873828	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_032852825.1	SAMN37873828	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_032852825.1	SAMN37873828	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_032852845.1	SAMN37873830	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_032852845.1	SAMN37873830	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_032852845.1	SAMN37873830	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_034421635.1	SAMN13291823	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_034421635.1	SAMN13291823	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_034421635.1	SAMN13291823	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_034421715.1	SAMN13291822	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_034421715.1	SAMN13291822	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_034421715.1	SAMN13291822	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_034421775.1	SAMN13291821	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_034421775.1	SAMN13291821	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_034421775.1	SAMN13291821	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_034421875.1	SAMN13291820	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_034421875.1	SAMN13291820	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_034421875.1	SAMN13291820	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_034421935.1	SAMN13291819	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_034421935.1	SAMN13291819	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_034421935.1	SAMN13291819	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_034422015.1	SAMN13291818	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_034422015.1	SAMN13291818	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_034422015.1	SAMN13291818	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_034422055.1	SAMN13291816	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_034422055.1	SAMN13291816	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_034422055.1	SAMN13291816	Clostridium perfringens	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_036323255.1	SAMD00632032	Fusobacterium nucleatum	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_036323255.1	SAMD00632032	Fusobacterium nucleatum	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_036323255.1	SAMD00632032	Fusobacterium nucleatum	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_036323275.1	SAMD00632033	Fusobacterium nucleatum	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_036323275.1	SAMD00632033	Fusobacterium nucleatum	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_036323275.1	SAMD00632033	Fusobacterium nucleatum	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_036323295.1	SAMD00632034	Fusobacterium nucleatum	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_036323295.1	SAMD00632034	Fusobacterium nucleatum	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_036323295.1	SAMD00632034	Fusobacterium nucleatum	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_040576175.1	SAMN42385581	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_040576175.1	SAMN42385581	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_040576175.1	SAMN42385581	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_040576805.1	SAMN42385580	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_040576805.1	SAMN42385580	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_040576805.1	SAMN42385580	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_040831525.1	SAMN42764705	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_040831525.1	SAMN42764705	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_040831525.1	SAMN42764705	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_040831545.1	SAMN42764709	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_040831545.1	SAMN42764709	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_040831545.1	SAMN42764709	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_040831585.1	SAMN42764706	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_040831585.1	SAMN42764706	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_040831585.1	SAMN42764706	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_040833275.1	SAMN42764707	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_040833275.1	SAMN42764707	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_040833275.1	SAMN42764707	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_040833355.1	SAMN42764704	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_040833355.1	SAMN42764704	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_040833355.1	SAMN42764704	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_041506445.1	SAMN43367700	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_041506445.1	SAMN43367700	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_041506445.1	SAMN43367700	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_041511905.1	SAMN43367699	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_041511905.1	SAMN43367699	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_041511905.1	SAMN43367699	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_042307515.1	SAMN43367635	Salmonella enterica	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_042307515.1	SAMN43367635	Salmonella enterica	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_042307515.1	SAMN43367635	Salmonella enterica	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_042346675.1	SAMN43906769	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_042346675.1	SAMN43906769	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_042346675.1	SAMN43906769	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_042346775.1	SAMN43906775	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_042346775.1	SAMN43906775	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_042346775.1	SAMN43906775	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_042357155.1	SAMN43906777	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_042357155.1	SAMN43906777	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_042357155.1	SAMN43906777	Escherichia coli	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_043194315.1	SAMN39752188	Xanthobacter autotrophicus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_043194315.1	SAMN39752188	Xanthobacter autotrophicus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_043194315.1	SAMN39752188	Xanthobacter autotrophicus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_043412435.1	SAMN44334029	Escherichia coli O157:H7	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_043412435.1	SAMN44334029	Escherichia coli O157:H7	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_043412435.1	SAMN44334029	Escherichia coli O157:H7	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_043412475.1	SAMN44334030	Escherichia coli O157:H7	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_043412475.1	SAMN44334030	Escherichia coli O157:H7	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_043412475.1	SAMN44334030	Escherichia coli O157:H7	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_043630205.1	SAMN44379760	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_043630205.1	SAMN44379760	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_043630205.1	SAMN44379760	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_043855125.1	SAMN43906819	Staphylococcus aureus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_043855125.1	SAMN43906819	Staphylococcus aureus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_043855125.1	SAMN43906819	Staphylococcus aureus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_046272065.1	SAMN41168789	Escherichia coli O157:H7	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_046272065.1	SAMN41168789	Escherichia coli O157:H7	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_046272065.1	SAMN41168789	Escherichia coli O157:H7	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_048803805.1	SAMN45060973	Staphylococcus aureus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_048803805.1	SAMN45060973	Staphylococcus aureus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_048803805.1	SAMN45060973	Staphylococcus aureus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_049041605.1	SAMN46017480	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_049041605.1	SAMN46017480	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_049041605.1	SAMN46017480	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_049042285.1	SAMN46017593	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_049042285.1	SAMN46017593	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_049042285.1	SAMN46017593	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_049042325.1	SAMN46017597	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_049042325.1	SAMN46017597	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_049042325.1	SAMN46017597	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_049042625.1	SAMN46017601	Staphylococcus aureus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_049042625.1	SAMN46017601	Staphylococcus aureus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_049042625.1	SAMN46017601	Staphylococcus aureus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_049042925.1	SAMN46017499	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_049042925.1	SAMN46017499	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_049042925.1	SAMN46017499	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_049043185.1	SAMN46017672	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_049043185.1	SAMN46017672	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_049043185.1	SAMN46017672	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_049043385.1	SAMN46017677	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_049043385.1	SAMN46017677	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_049043385.1	SAMN46017677	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_049043785.1	SAMN46017685	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_049043785.1	SAMN46017685	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_049043785.1	SAMN46017685	Enterococcus faecium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_049044485.1	SAMN46017796	Enterococcus faecalis	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
